[2015-05-27 11:10:42,860] INFO Closing socket connection to /172.31.24.4. (kafka.network.Processor)
[2015-05-27 11:12:00,145] INFO Closing socket connection to /172.31.24.4. (kafka.network.Processor)
[2015-05-27 11:12:00,896] INFO Closing socket connection to /172.31.24.4. (kafka.network.Processor)
[2015-05-27 11:12:01,153] INFO Closing socket connection to /172.31.24.4. (kafka.network.Processor)
[2015-05-27 11:12:02,394] INFO Closing socket connection to /172.31.24.4. (kafka.network.Processor)
[2015-05-27 11:12:03,330] INFO Closing socket connection to /172.31.24.4. (kafka.network.Processor)
[2015-05-27 11:12:03,557] INFO Closing socket connection to /172.31.24.4. (kafka.network.Processor)
[2015-05-27 11:12:03,931] INFO Closing socket connection to /172.31.24.4. (kafka.network.Processor)
[2015-05-27 11:12:04,454] INFO Closing socket connection to /172.31.24.4. (kafka.network.Processor)
[2015-05-27 11:12:05,425] INFO Closing socket connection to /172.31.24.4. (kafka.network.Processor)
[2015-05-27 11:12:07,283] INFO Closing socket connection to /172.31.24.4. (kafka.network.Processor)
[2015-05-27 11:12:07,392] INFO Closing socket connection to /172.31.24.4. (kafka.network.Processor)
[2015-05-27 11:12:07,468] INFO Closing socket connection to /172.31.24.4. (kafka.network.Processor)
[2015-05-27 11:12:07,853] INFO Closing socket connection to /172.31.24.4. (kafka.network.Processor)
[2015-05-27 11:12:08,213] INFO Closing socket connection to /172.31.24.4. (kafka.network.Processor)
[2015-05-27 11:12:08,375] INFO Closing socket connection to /172.31.24.4. (kafka.network.Processor)
[2015-05-27 11:12:09,723] INFO Closing socket connection to /172.31.24.4. (kafka.network.Processor)
[2015-05-27 11:12:10,018] INFO Closing socket connection to /172.31.24.4. (kafka.network.Processor)
[2015-05-27 11:12:10,592] INFO Closing socket connection to /172.31.24.4. (kafka.network.Processor)
[2015-05-27 11:12:10,982] INFO Closing socket connection to /172.31.24.4. (kafka.network.Processor)
[2015-05-27 11:12:11,095] INFO Closing socket connection to /172.31.24.4. (kafka.network.Processor)
[2015-05-27 11:12:11,415] INFO Closing socket connection to /172.31.24.4. (kafka.network.Processor)
[2015-05-27 11:12:11,651] INFO Closing socket connection to /172.31.24.4. (kafka.network.Processor)
[2015-05-27 11:12:11,847] INFO Closing socket connection to /172.31.24.4. (kafka.network.Processor)
[2015-05-27 11:12:11,945] INFO Closing socket connection to /172.31.24.4. (kafka.network.Processor)
[2015-05-27 11:12:12,190] INFO Closing socket connection to /172.31.24.4. (kafka.network.Processor)
[2015-05-27 11:12:12,273] INFO Closing socket connection to /172.31.24.4. (kafka.network.Processor)
[2015-05-27 11:12:12,582] INFO Closing socket connection to /172.31.24.4. (kafka.network.Processor)
[2015-05-27 11:12:13,133] INFO Closing socket connection to /172.31.24.4. (kafka.network.Processor)
[2015-05-27 11:12:13,964] INFO Closing socket connection to /172.31.24.4. (kafka.network.Processor)
[2015-05-27 11:12:14,653] INFO Closing socket connection to /172.31.24.4. (kafka.network.Processor)
[2015-05-27 11:12:14,977] INFO Closing socket connection to /172.31.24.4. (kafka.network.Processor)
[2015-05-27 11:12:15,163] INFO Closing socket connection to /172.31.24.4. (kafka.network.Processor)
[2015-05-27 11:12:57,876] INFO Closing socket connection to /172.31.24.4. (kafka.network.Processor)
[2015-05-27 11:12:58,915] INFO Closing socket connection to /172.31.24.4. (kafka.network.Processor)
[2015-05-27 11:13:00,577] INFO Closing socket connection to /172.31.24.4. (kafka.network.Processor)
[2015-05-27 11:13:01,675] INFO Closing socket connection to /172.31.24.4. (kafka.network.Processor)
[2015-05-27 11:13:04,251] INFO Closing socket connection to /172.31.24.4. (kafka.network.Processor)
[2015-05-27 11:13:04,613] INFO Closing socket connection to /172.31.24.4. (kafka.network.Processor)
[2015-05-27 11:13:05,227] INFO Closing socket connection to /172.31.24.4. (kafka.network.Processor)
[2015-05-27 11:13:06,232] INFO Closing socket connection to /172.31.24.4. (kafka.network.Processor)
[2015-05-27 11:13:06,453] INFO Closing socket connection to /172.31.24.4. (kafka.network.Processor)
[2015-05-27 11:13:06,694] INFO Closing socket connection to /172.31.24.4. (kafka.network.Processor)
[2015-05-27 11:13:08,199] INFO Closing socket connection to /172.31.24.4. (kafka.network.Processor)
[2015-05-27 11:13:08,421] INFO Closing socket connection to /172.31.24.4. (kafka.network.Processor)
[2015-05-27 11:13:08,911] INFO Closing socket connection to /172.31.24.4. (kafka.network.Processor)
[2015-05-27 11:13:09,170] INFO Closing socket connection to /172.31.24.4. (kafka.network.Processor)
[2015-05-27 11:13:09,696] INFO Closing socket connection to /172.31.24.4. (kafka.network.Processor)
[2015-05-27 11:13:10,362] INFO Closing socket connection to /172.31.24.4. (kafka.network.Processor)
[2015-05-27 11:13:11,057] INFO Closing socket connection to /172.31.24.4. (kafka.network.Processor)
[2015-05-27 11:13:11,471] INFO Closing socket connection to /172.31.24.4. (kafka.network.Processor)
[2015-05-27 11:13:12,186] INFO Closing socket connection to /172.31.24.4. (kafka.network.Processor)
[2015-05-27 11:13:12,380] INFO Closing socket connection to /172.31.24.4. (kafka.network.Processor)
[2015-05-27 11:13:12,611] INFO Closing socket connection to /172.31.24.4. (kafka.network.Processor)
[2015-05-27 11:13:12,771] INFO Closing socket connection to /172.31.24.4. (kafka.network.Processor)
[2015-05-27 11:13:14,460] INFO Closing socket connection to /172.31.24.4. (kafka.network.Processor)
[2015-05-27 11:13:15,111] INFO Closing socket connection to /172.31.24.4. (kafka.network.Processor)
[2015-05-27 11:13:15,601] INFO Closing socket connection to /172.31.24.4. (kafka.network.Processor)
[2015-05-27 11:13:15,863] INFO Closing socket connection to /172.31.24.4. (kafka.network.Processor)
[2015-05-27 11:13:16,729] INFO Closing socket connection to /172.31.24.4. (kafka.network.Processor)
[2015-05-27 11:13:17,123] INFO Closing socket connection to /172.31.24.4. (kafka.network.Processor)
[2015-05-27 11:13:17,277] INFO Closing socket connection to /172.31.24.4. (kafka.network.Processor)
[2015-05-27 11:13:18,002] INFO Closing socket connection to /172.31.24.4. (kafka.network.Processor)
[2015-05-27 11:13:18,595] INFO Closing socket connection to /172.31.24.4. (kafka.network.Processor)
[2015-05-27 11:13:18,878] INFO Closing socket connection to /172.31.24.4. (kafka.network.Processor)
[2015-05-27 11:13:20,229] INFO Closing socket connection to /172.31.24.4. (kafka.network.Processor)
[2015-05-27 11:13:20,344] INFO Closing socket connection to /172.31.24.4. (kafka.network.Processor)
[2015-05-27 11:13:20,730] INFO Closing socket connection to /172.31.24.4. (kafka.network.Processor)
[2015-05-27 11:13:20,863] INFO Closing socket connection to /172.31.24.4. (kafka.network.Processor)
[2015-05-27 11:13:21,260] INFO Closing socket connection to /172.31.24.4. (kafka.network.Processor)
[2015-05-27 11:13:21,635] INFO Closing socket connection to /172.31.24.4. (kafka.network.Processor)
[2015-05-27 11:13:22,044] INFO Closing socket connection to /172.31.24.4. (kafka.network.Processor)
[2015-05-27 11:13:22,334] INFO Closing socket connection to /172.31.24.4. (kafka.network.Processor)
[2015-05-27 11:13:22,834] INFO Closing socket connection to /172.31.24.4. (kafka.network.Processor)
[2015-05-27 11:13:23,742] INFO Closing socket connection to /172.31.24.4. (kafka.network.Processor)
[2015-05-27 11:13:24,156] INFO Closing socket connection to /172.31.24.4. (kafka.network.Processor)
[2015-05-27 11:13:24,211] INFO Closing socket connection to /172.31.24.4. (kafka.network.Processor)
[2015-05-27 11:13:24,358] INFO Closing socket connection to /172.31.24.4. (kafka.network.Processor)
[2015-05-27 11:13:24,688] INFO Closing socket connection to /172.31.24.4. (kafka.network.Processor)
[2015-05-27 11:13:25,094] INFO Closing socket connection to /172.31.24.4. (kafka.network.Processor)
[2015-05-27 11:13:25,800] INFO Closing socket connection to /172.31.24.4. (kafka.network.Processor)
[2015-05-27 11:13:26,368] INFO Closing socket connection to /172.31.24.4. (kafka.network.Processor)
[2015-05-27 11:13:26,483] INFO Closing socket connection to /172.31.24.4. (kafka.network.Processor)
[2015-05-27 11:13:26,765] INFO Closing socket connection to /172.31.24.4. (kafka.network.Processor)
[2015-05-27 11:13:27,503] INFO Closing socket connection to /172.31.24.4. (kafka.network.Processor)
[2015-05-27 11:13:28,664] INFO Closing socket connection to /172.31.24.4. (kafka.network.Processor)
[2015-05-27 11:13:28,963] INFO Closing socket connection to /172.31.24.4. (kafka.network.Processor)
[2015-05-27 11:13:29,175] INFO Closing socket connection to /172.31.24.4. (kafka.network.Processor)
[2015-05-27 11:13:29,611] INFO Closing socket connection to /172.31.24.4. (kafka.network.Processor)
[2015-05-27 11:13:30,658] INFO Closing socket connection to /172.31.24.4. (kafka.network.Processor)
[2015-05-27 11:13:30,784] INFO Closing socket connection to /172.31.24.4. (kafka.network.Processor)
[2015-05-27 11:13:32,083] INFO Closing socket connection to /172.31.24.4. (kafka.network.Processor)
[2015-05-27 11:13:33,491] INFO Closing socket connection to /172.31.24.4. (kafka.network.Processor)
[2015-05-27 11:13:33,651] INFO Closing socket connection to /172.31.24.4. (kafka.network.Processor)
[2015-05-27 11:13:33,741] INFO Closing socket connection to /172.31.24.4. (kafka.network.Processor)
[2015-05-27 11:13:33,981] INFO Closing socket connection to /172.31.24.4. (kafka.network.Processor)
[2015-05-27 11:13:34,105] INFO Closing socket connection to /172.31.24.4. (kafka.network.Processor)
[2015-05-27 11:13:34,744] INFO Closing socket connection to /172.31.24.4. (kafka.network.Processor)
[2015-05-27 11:13:35,351] INFO Closing socket connection to /172.31.24.4. (kafka.network.Processor)
[2015-05-27 11:13:35,467] INFO Closing socket connection to /172.31.24.4. (kafka.network.Processor)
[2015-05-27 11:13:35,726] INFO Closing socket connection to /172.31.24.4. (kafka.network.Processor)
[2015-05-27 11:13:35,866] INFO Closing socket connection to /172.31.24.4. (kafka.network.Processor)
[2015-05-27 11:13:36,098] INFO Closing socket connection to /172.31.24.4. (kafka.network.Processor)
[2015-05-27 11:13:36,376] INFO Closing socket connection to /172.31.24.4. (kafka.network.Processor)
[2015-05-27 11:13:36,764] INFO Closing socket connection to /172.31.24.4. (kafka.network.Processor)
[2015-05-27 11:13:37,771] INFO Closing socket connection to /172.31.24.4. (kafka.network.Processor)
[2015-05-27 11:13:38,268] INFO Closing socket connection to /172.31.24.4. (kafka.network.Processor)
[2015-05-27 11:13:38,658] INFO Closing socket connection to /172.31.24.4. (kafka.network.Processor)
[2015-05-27 11:13:38,779] INFO Closing socket connection to /172.31.24.4. (kafka.network.Processor)
[2015-05-27 11:13:40,184] INFO Closing socket connection to /172.31.24.4. (kafka.network.Processor)
[2015-05-27 11:13:40,563] INFO Closing socket connection to /172.31.24.4. (kafka.network.Processor)
[2015-05-27 11:13:40,706] INFO Closing socket connection to /172.31.24.4. (kafka.network.Processor)
[2015-05-27 11:13:41,315] INFO Closing socket connection to /172.31.24.4. (kafka.network.Processor)
[2015-05-27 11:13:41,622] INFO Closing socket connection to /172.31.24.4. (kafka.network.Processor)
[2015-05-27 11:13:41,978] INFO Closing socket connection to /172.31.24.4. (kafka.network.Processor)
[2015-05-27 11:13:42,289] INFO Closing socket connection to /172.31.24.4. (kafka.network.Processor)
[2015-05-27 11:13:42,575] INFO Closing socket connection to /172.31.24.4. (kafka.network.Processor)
[2015-05-27 11:13:42,724] INFO Closing socket connection to /172.31.24.4. (kafka.network.Processor)
[2015-05-27 11:13:43,013] INFO Closing socket connection to /172.31.24.4. (kafka.network.Processor)
[2015-05-27 11:13:43,835] INFO Closing socket connection to /172.31.24.4. (kafka.network.Processor)
[2015-05-27 11:13:43,989] INFO Closing socket connection to /172.31.24.4. (kafka.network.Processor)
[2015-05-27 11:13:44,417] INFO Closing socket connection to /172.31.24.4. (kafka.network.Processor)
[2015-05-27 11:13:44,601] INFO Closing socket connection to /172.31.24.4. (kafka.network.Processor)
[2015-05-27 11:13:44,749] INFO Closing socket connection to /172.31.24.4. (kafka.network.Processor)
[2015-05-27 11:13:45,415] INFO Closing socket connection to /172.31.24.4. (kafka.network.Processor)
[2015-05-27 11:13:45,685] INFO Closing socket connection to /172.31.24.4. (kafka.network.Processor)
[2015-05-27 11:13:45,773] INFO Closing socket connection to /172.31.24.4. (kafka.network.Processor)
[2015-05-27 11:13:45,990] INFO Closing socket connection to /172.31.24.4. (kafka.network.Processor)
[2015-05-27 11:13:46,892] INFO Closing socket connection to /172.31.24.4. (kafka.network.Processor)
[2015-05-27 11:13:47,015] INFO Closing socket connection to /172.31.24.4. (kafka.network.Processor)
[2015-05-27 11:13:47,313] INFO Closing socket connection to /172.31.24.4. (kafka.network.Processor)
[2015-05-27 11:13:47,888] INFO Closing socket connection to /172.31.24.4. (kafka.network.Processor)
